# Netdata Topology OUI Vendor Dataset
# Generated: 2026-02-26T08:31:44Z
# Sources:
# - ieee_oui https://standards-oui.ieee.org/oui/oui.csv
# - ieee_cid https://standards-oui.ieee.org/cid/cid.csv
# - ieee_oui36 https://standards-oui.ieee.org/oui36/oui36.csv
# - ieee_iab https://standards-oui.ieee.org/iab/iab.csv
# Format: <HEX_PREFIX>\t<VENDOR>
001BC5000	Converging Systems Inc.
8C1F64512	Blik Sensing B.V.
8C1F64514	iOpt
8C1F64515	Daniele Saladino
8C1F64516	TCL OPERATIONS POLSKA SP. Z O.O.
8C1F64517	Smart Radar System, Inc
8C1F64518	Wagner Group GmbH
8C1F64519	SHENZHEN GW TECHNOLOGY CO.,LTD
8C1F6451A	TELE Haase Steuergeräte Ges.m.b.H
8C1F64521	MP-SENSOR GmbH
8C1F64522	CloudRAN.ai
8C1F64523	SPEKTRA Schwingungstechnik und Akustik GmbH Dresden
8C1F64524	Aski Industrie Elektronik GmbH
8C1F64525	United States Technologies Inc.
8C1F64526	CAITRON GmbH
8C1F64527	PDW
8C1F64528	Luxshare Electronic Technology (KunShan) Ltd
8C1F6452A	Hiwin Mikrosystem Corp.
8C1F6452D	Cubic ITS, Inc. dba GRIDSMART Technologies
8C1F6452E	CLOUD TELECOM Inc.
8C1F64530	SIPazon AB
8C1F64531	EA Elektro-Automatik GmbH
8C1F64533	Boeing India Private Limited
8C1F64534	SURYA ELECTRONICS
8C1F64535	Columbus McKinnon
8C1F64536	BEIJING LXTV TECHNOLOGY CO.,LTD
8C1F6453A	TPVision Europe B.V
8C1F6453B	REFU Storage System GmbH
8C1F6453C	Filgis Elektronik
8C1F6453D	NEXCONTECH
8C1F6453F	Velvac Incorporated
8C1F64540	Enclavamientos y Señalización Ferroviaria Enyse S.A.
8C1F64542	Landis+Gyr Equipamentos de Medição Ltda
8C1F64544	Tinkerbee Innovations Private Limited
8C1F64546	DEUTA Werke GmbH
8C1F64548	Beijing Congyun Technology Co.,Ltd
8C1F64549	Brad Technology
8C1F6454A	Belden India Private Limited
8C1F6454B	MECT SRL
8C1F6454C	Gemini Electronics B.V.
8C1F6454F	Toolplanet Co., Ltd.
8C1F64550	ard sa
8C1F64552	Proterra, Inc
8C1F64553	ENIGMA SOI Sp. z o.o.
8C1F64554	Herholdt Controls srl
8C1F64556	BAE Systems
8C1F64557	In-lite Design BV
8C1F64558	Scitel
8C1F64559	Intozi Tech Pvt Ltd
8C1F6455B	Sheetal Wireless Technologies Pvt Ltd
8C1F6455C	Schildknecht AG
8C1F6455E	HANATEKSYSTEM
8C1F64560	Dexter Laundry Inc.
8C1F64561	Deep Detection / ESB01736990
8C1F64566	Ultiroam
8C1F64568	Integer.pl S.A.
8C1F6456A	Radaz Indústria e Comércio de Produtos Eletronicos S/A
8C1F6456B	Avida, Inc.
8C1F6456C	ELTEK SpA
8C1F6456D	ACOD
8C1F6456E	Euklis srl
8C1F6456F	ADETEC SAS
8C1F64572	ZMBIZI APP LLC
8C1F64573	Ingenious Technology LLC
8C1F64574	Flock Audio Inc.
8C1F64575	Yu Heng Electric CO. TD
8C1F64576	Smart Dynamics SIA
8C1F64578	OES Inc.
8C1F6457A	NPO ECO-INTECH Ltd.
8C1F6457B	Potter Electric Signal Co. LLC
8C1F6457D	ISDI Ltd
8C1F6457E	Guoqing (shangdong) Information Technology Co.,Ltd
8C1F64580	SAKURA SEIKI Co., Ltd.
8C1F64581	SpectraDynamics, Inc.
8C1F64583	3Egreen tech. Co. Ltd.
8C1F64584	Corespan Systems
8C1F64585	Shanghai DIDON Industry Co,. Ltd.
8C1F64589	HVRND
8C1F6458B	Quectel Wireless Solutions Co.,Ltd.
8C1F6458C	Ear Micro LLC
8C1F6458E	Novanta IMS
8C1F64591	MB connect line GmbH Fernwartungssysteme
8C1F64593	Brillian Network & Automation Integrated System Co., Ltd.
8C1F64595	Inspinia Technology s.r.o.
8C1F64596	RF Code
8C1F64597	Becton Dickinson
8C1F64598	TIRASOFT TECHNOLOGY
8C1F6459A	Primalucelab isrl
8C1F6459C	Private
8C1F6459D	CommBox Pty Ltd
8C1F6459F	Delta Computers LLC.
8C1F645A0	SEONGWON ENG CO.,LTD
8C1F645A1	Breas Medical AB
8C1F645A4	DAVE SRL
8C1F645A6	Kinney Industries, Inc
8C1F645A7	RCH SPA
8C1F645A9	Aktiebolag Solask Energi
8C1F645AA	Landis+Gyr Equipamentos de Medição Ltda
8C1F645AC	YUYAMA MFG Co.,Ltd
8C1F645AE	Suzhou Motorcomm Electronic Technology Co., Ltd
8C1F645AF	Teq Diligent Product Solutions Pvt. Ltd.
8C1F645B0	Sonel S.A.
8C1F645B3	eumig industrie-TV GmbH.
8C1F645B4	Axion Lighting
8C1F645B5	HUBRIS TECHNOLOGIES PRIVATE LIMITED
8C1F645B6	ShenZhen melevet medical Inc.,Ltd.
8C1F645B7	Vortex Sp. z o.o.
8C1F645B9	ViewSonic Corp
8C1F645BA	Connectcom System Co., Ltd
8C1F645BC	HEITEC AG
8C1F645BD	MPT-Service project
8C1F645BE	Benchmark Electronics BV
8C1F645BF	SUS Corporation
8C1F645C3	R3Vox Ltd
8C1F645C4	Cooltera Limited
8C1F645C5	Active Research Limited
8C1F645C6	Systems With Intelligence Inc.
8C1F645C9	Abbott Diagnostics Technologies AS
8C1F645CB	dinosys
8C1F645CC	Alpes recherche et développement
8C1F645CD	MAHINDR & MAHINDRA
8C1F645CE	Packetalk LLC
8C1F645CF	YUYAMA MFG Co.,Ltd
8C1F645D0	Image Engineering
8C1F645D1	TWIN DEVELOPMENT
8C1F645D2	Talius Services Pty Ltd
8C1F645D3	Eloy Water
8C1F645D6	Portrait Displays, Inc.
8C1F645D9	Opdi-tex GmbH
8C1F645DA	White2net srl
8C1F645DB	GlobalInvacom
8C1F645DE	SekureTrak Inc. dba TraknProtect
8C1F645DF	Roesch Walter Industrie-Elektronik GmbH
8C1F645E1	Power Electronics Espana, S.L.
8C1F645E3	Nixer Ltd
8C1F645E4	Wuxi Zetai Microelectronics Co., LTD
8C1F645E5	Telemetrics Inc.
8C1F645E6	ODYSSEE-SYSTEMES
8C1F645E7	HOSCH Gebäude Automation Neue Produkte GmbH
8C1F645E8	Sterna Security Devices Pvt Ltd
8C1F645EA	BTG Instruments AB
8C1F645EB	TIAMA
8C1F645EC	NV BEKAERT SA
8C1F645ED	DEUTA Werke GmbH
8C1F645F1	HD Link Co., Ltd.
8C1F645F2	CMC Applied Technology institute
8C1F645F5	HongSeok Ltd.
8C1F645F6	Forward Edge.AI
8C1F645F7	Eagle Harbor Technologies, Inc.
8C1F645F9	KRONOTECH SRL
8C1F645FA	PolCam Systems Sp. z o.o.
8C1F645FB	RECOM LLC.
8C1F645FC	Lance Design LLC
8C1F645FF	DAVE SRL
8C1F64600	Anhui Chaokun Testing Equipment Co., Ltd
8C1F64601	Camius
8C1F64603	Fuku Energy Technology Co., Ltd.
8C1F64605	Xacti Corporation
8C1F64606	NodOn SAS
8C1F64607	Nanjing Aotong Intelligent Technology Co.,Ltd
8C1F64608	CONG TY CO PHAN KY THUAT MOI TRUONG VIET AN
8C1F6460A	RFENGINE CO., LTD.
8C1F6460B	eumig industrie-TV GmbH.
8C1F6460C	PAL Inc.
8C1F6460E	ICT International
8C1F6460F	SAEL SRL
8C1F64610	Beijing Zhongzhi Huida Technology Co., Ltd
8C1F64611	Siemens Industry Software Inc.
8C1F64616	DEUTA Werke GmbH
8C1F64618	Foshan YiFeng Electric Industrial Co., ltd
8C1F64619	Labtrino AB
8C1F6461C	Automata GmbH & Co. KG
8C1F6461D	Lewitt GmbH
8C1F6461F	Lightworks GmbH
8C1F64620	Solace Systems Inc.
8C1F64621	JTL Systems Ltd.
8C1F64622	Logical Product
8C1F64623	Ryoyu-GC Co.,Ltd
8C1F64624	Canastra AG
8C1F64625	Stresstech OY
8C1F64626	CSIRO
8C1F64627	ibg Prüfcomputer GmbH
8C1F6462C	Hangzhou EasyXR Advanced Technology Co., Ltd.
8C1F6462D	Embeddded Plus Plus
8C1F6462E	ViewSonic Corp
8C1F6462F	Pro Design Electronic GmbH
8C1F64631	HAIYANG OLIX CO.,LTD.
8C1F64634	AML
8C1F64636	Europe Trade
8C1F64638	THUNDER DATA TAIWAN CO., LTD.
8C1F6463B	TIAMA
8C1F6463C	GALIOS
8C1F6463D	Rax-Tech International
8C1F6463E	Monnit Corporation
8C1F6463F	PREO INDUSTRIES FAR EAST LTD
8C1F64641	biosilver .co.,ltd
8C1F64644	DAVE SRL
8C1F64647	Senior Group LLC
8C1F64648	Gridpulse c.o.o.
8C1F6464D	NEWONE CO.,LTD.
8C1F6464E	Nilfisk Food
8C1F6464F	INVIXIUM ACCESS INC
8C1F64650	L tec Co.,Ltd
8C1F64651	Teledyne Cetac
8C1F64652	TOKYO INTERPHONE CO.,LTD.
8C1F64653	P5
8C1F64655	S.E.I. CO.,LTD.
8C1F64656	Optotune Switzerland AG
8C1F64657	Bright Solutions PTE LTD
8C1F6465A	YUYAMA MFG Co.,Ltd
8C1F6465B	SUS Corporation
8C1F6465C	CyberCube ApS
8C1F6465D	Action Streamer LLC
8C1F6465F	Astrometric Instruments, Inc.
8C1F64660	LLC NTPC
8C1F64661	Spyder Controls Corp.
8C1F64662	Suzhou Leamore Optronics Co., Ltd.
8C1F64663	mal-tech Technological Solutions Ltd/CRISP
8C1F64664	Thermoeye Inc
8C1F6466B	Currux Vision LLC
8C1F6466C	LINEAGE POWER PVT LTD.,
8C1F6466D	VT100 SRL
8C1F6466E	Monnit Corporation
8C1F6466F	Elix Systems SA
8C1F64672	Farmobile LLC
8C1F64673	MEDIASCOPE Inc.
8C1F64675	Transit Solutions, LLC.
8C1F64676	sdt.net AG
8C1F64677	FREY S.J.
8C1F6467A	MG s.r.l.
8C1F6467B	Wi-DAS LLC
8C1F6467C	Ensto Protrol AB
8C1F6467D	Ravi Teleinfomatics
8C1F6467E	LDA Audiotech
8C1F6467F	Hamamatsu Photonics K.K.
8C1F64680	MITROL S.R.L.
8C1F64681	wayfiwireless.com
8C1F64683	SLAT
8C1F64684	Potter Electric Signal Co. LLC
8C1F64685	Sanchar Wireless Communications Ltd
8C1F64686	Pazzk
8C1F64687	Lamontec
8C1F64689	AUREKA SMART LIVING W.L.L
8C1F6468C	GuangZhou HOKO Electric CO.,LTD
8C1F6468E	Oriental Electronics, Inc.
8C1F64690	Potter Electric Signal Co. LLC
8C1F64691	Wende Tan
8C1F64692	Nexilis Electronics India Pvt Ltd (PICSYS)
8C1F64693	Adaptiv LTD
8C1F64694	Hubbell Power Systems
8C1F64695	aeroLiFi GmbH
8C1F64696	Emerson Rosemount Analytical
8C1F64697	Sontay Ltd.
8C1F64698	Arcus-EDS GmbH
8C1F64699	FIDICA GmbH & Co. KG
8C1F6469D	Bots Unlimited LLC
8C1F6469E	AT-Automation Technology GmbH
8C1F6469F	Insightec
8C1F646A0	Avionica
8C1F646A1	Ocarina
8C1F646A3	Becton Dickinson
8C1F646A4	Automata Spa
8C1F646A6	Q (Cue), Inc.
8C1F646A7	MobileMustHave
8C1F646A8	Bulwark
8C1F646AB	Toho System Co., Ltd.
8C1F646AD	Potter Electric Signal Co. LLC
8C1F646AE	Bray International
8C1F646B0	O-Net Technologies(Shenzhen)Group Co.,Ltd.
8C1F646B1	Specialist Mechanical Engineers (PTY)LTD
8C1F646B3	Feritech Ltd.
8C1F646B5	O-Net Communications(Shenzhen)Limited
8C1F646B6	Engelmann Sensor GmbH
8C1F646B7	Alpha-Omega Technology GmbH & Co. KG
8C1F646B8	Larraioz Elektronika
8C1F646B9	GS Industrie-Elektronik GmbH
8C1F646BB	Season Electronics Ltd
8C1F646BD	IoT Water Analytics S.L.
8C1F646BF	Automata GmbH & Co. KG
8C1F646C1	Gogo BA
8C1F646C3	Bright Solutions PTE LTD
8C1F646C4	inmediQ GmbH
8C1F646C6	FIT
8C1F646C8	Taiko Audio B.V.
8C1F646CA	Melissa Climate Jsc
8C1F646CB	GJD Manufacturing
8C1F646CC	Newtouch Electronics (Shanghai) Co., LTD.
8C1F646CD	Wuhan Xingtuxinke ELectronic Co.,Ltd
8C1F646CE	Potter Electric Signal Co. LLC
8C1F646CF	Italora
8C1F646D0	ABB
8C1F646D1	Smith meter Inc
8C1F646D2	VectorNav Technologies
8C1F646D4	Hitachi Energy Poland sp. Z o o
8C1F646D5	HTK Hamburg GmbH
8C1F646D6	Argosdyne Co., Ltd
8C1F646D7	Leopard Imaging Inc
8C1F646D9	Khimo
8C1F646DA	浙江红谱科技有限公司
8C1F646DC	Intrinsic Innovation, LLC
8C1F646DD	ViewSonic Corp
8C1F646DE	SUN･TECTRO,Ltd.
8C1F646DF	ALPHI Technology Corporation
8C1F646E0	KMtronic LTD
8C1F646E2	SCU Co., Ltd.
8C1F646E3	ViewSonic International Corporation
8C1F646E4	RAB Microfluidics R&D Company Ltd
8C1F646E7	WiTricity Corporation
8C1F646E9	SHENZHEN sunforest Co.LTD
8C1F646EA	KMtronic ltd
8C1F646EB	ENLESS WIRELESS
8C1F646EC	Bit Trade One, Ltd.
8C1F646ED	Elbit Systems of America
8C1F646EE	Cortical Labs Pte Ltd
8C1F646F4	Elsist Srl
8C1F646F7	EddyWorks Co.,Ltd
8C1F646F8	PROIKER TECHNOLOGY SL
8C1F646F9	ANDDORO LLC
8C1F646FB	Exatron Servers Manufacturing Pvt Ltd
8C1F646FC	HM Systems A/S
8C1F64700	QUANTAFLOW
8C1F64702	AIDirections
8C1F64703	Calnex Solutions plc
8C1F64707	OAS AG
8C1F64708	ZUUM
8C1F6470A	YUYAMA MFG Co.,Ltd
8C1F6470B	ONICON
8C1F6470C	Broyce Control Ltd
8C1F6470E	OvercomTech
8C1F64710	Zengar Institute Inc
8C1F64712	Nexion Data Systems P/L
8C1F64713	NSTEK CO., LTD.
8C1F64715	INTERNET PROTOCOLO LOGICA SL
8C1F64718	ABB
8C1F64719	delResearch, LLC
8C1F6471A	Chell Instruments Ltd
8C1F6471B	Adasky Ltd.
8C1F6471C	NEBERO SYSTEMS PRIVATE LIMTED
8C1F6471D	Epigon spol. s r.o.
8C1F64720	Hangzhou Huasu Technology CO., LTD.
8C1F64721	M/S MILIND RAMACHANDRA RAJWADE
8C1F64722	Artome Oy
8C1F64723	Celestica Inc.
8C1F64724	HEITEC AG
8C1F64726	DAVE SRL
8C1F64729	ZER01CHI Corporation
8C1F6472A	DORLET SAU
8C1F6472B	Abbott Diagnostics Technologies AS
8C1F6472C	Antai technology Co.,Ltd
8C1F6472D	Hills Health Solutions
8C1F6472F	GMV Aerospace and Defence SAU
8C1F64731	ehoosys Co.,LTD.
8C1F64733	Video Network Security
8C1F64734	ZKTECO EUROPE
8C1F64737	Vytahy-Vymyslicky s.r.o.
8C1F64738	ssolgrid
8C1F64739	Monnit Corporation
8C1F6473B	Fink Zeitsysteme GmbH
8C1F6473C	REO AG
8C1F6473D	NewAgeMicro
8C1F6473E	Beijing LJ Technology Co., Ltd.
8C1F6473F	UBISCALE
8C1F64740	Norvento Tecnología, S.L.
8C1F64741	TRATON AB
8C1F64743	Rosenxt Technology USA
8C1F64744	CHASEO CONNECTOME
8C1F64745	R2D AUTOMATION
8C1F64746	Sensus Healthcare
8C1F64747	VisionTIR Multispectral Technology
8C1F64749	TIAMA
8C1F6474B	AR Modular RF
8C1F6474E	OpenPark Technologies Kft
8C1F64750	Coral Infratel Pvt Ltd
8C1F64751	CITSA Technologies Private Limited
8C1F64754	DevRay IT Solutions Private Limited
8C1F64755	Flextronics International Kft
8C1F64756	Star Systems International Limited
8C1F64759	Systel Inc
8C1F6475B	Meiji Electric Industry
8C1F6475C	American Energy Storage Innovations
8C1F6475D	Potter Electric Signal Co. LLC
8C1F6475E	YONNET BILISIM YAZ. EGT. VE DAN. HIZ. TIC. A.S.
8C1F6475F	ASTRACOM Co. Ltd
8C1F64760	Q-Light AS
8C1F64761	BOE Smart IoT Technology Co.,Ltd
8C1F64762	Support Professionals B.V.
8C1F64763	Anduril Imaging
8C1F64764	nanoTRONIX Computing Inc.
8C1F64765	Micro Electroninc Products
8C1F64767	CAES Systems LLC
8C1F64768	mapna group
8C1F64769	Vonamic GmbH
8C1F6476A	DORLET SAU
8C1F6476B	Wherible GPS, Inc.
8C1F6476C	Guan Show Technologe Co., Ltd.
8C1F6476E	develogic GmbH
8C1F6476F	INVENTIA Sp. z o.o.
8C1F64771	AUTOMATIZACION Y CONECTIVIDAD
8C1F64773	Power Electronics Espana, S.L.
8C1F64774	navXperience GmbH
8C1F64775	Becton Dickinson
8C1F64776	Visiosoft Pty Ltd
8C1F64777	Sicon srl
8C1F64778	ERS Elektronik GmbH
8C1F64779	INVENTIO DI NICOLO' BORDOLI
8C1F6477A	Datacomm Networks
8C1F6477B	DB SAS
8C1F6477C	Orange Tree Technologies Ltd
8C1F6477E	Institute of geophysics, China earthquake administration
8C1F6477F	TargaSystem S.r.L.
8C1F64780	HME Co.,ltd
8C1F64781	Druck Ltd.
8C1F64782	ATM LLC
8C1F64783	VMA GmbH
8C1F64784	MAYSUN CORPORATION
8C1F64787	Tabology
8C1F64789	DEUTA Werke GmbH
8C1F6478B	SENSO2ME NV
8C1F6478F	Connection Systems
8C1F64791	Otis Technology and Development(Shanghai) Co., Ltd.
8C1F64793	Aditec GmbH
8C1F64797	Alban Giacomo S.p.a.
8C1F6479B	Foerster-Technik GmbH
8C1F6479D	Murata Manufacturing Co., Ltd.
8C1F6479E	Accemic Technologies GmbH
8C1F6479F	Hiwin Mikrosystem Corp.
8C1F647A0	Potter Electric Signal Co. LLC
8C1F647A1	Guardian Controls International Ltd
8C1F647A3	Ibercomp SA
8C1F647A4	Hirotech inc.
8C1F647A5	Potter Electric Signal Co. LLC
8C1F647A6	OTMetric
8C1F647A7	Timegate Instruments Ltd.
8C1F647A9	FemtoTools AG
8C1F647AA	XSENSOR Technology Corp.
8C1F647AB	DEUTA Werke GmbH
8C1F647AE	D-E-K GmbH & Co.KG
8C1F647AF	E VISION INDIA PVT LTD
8C1F647B0	AXID SYSTEM
8C1F647B1	EA Elektro-Automatik GmbH
8C1F647B5	Guan Show Technologe Co., Ltd.
8C1F647B6	KEYLINE S.P.A.
8C1F647B7	James G. Biddle dba Megger
8C1F647B8	TimeMachines Inc.
8C1F647B9	Deviceroy
8C1F647BB	Kotsu Dengyosha Co., Ltd.
8C1F647BC	GO development GmbH
8C1F647BE	inomatic GmbH
8C1F647C1	Rail Telematics Corp
8C1F647C2	CTI Intl Solutions
8C1F647C4	MB connect line GmbH
8C1F647C6	Flextronics International Kft
8C1F647C7	Ascon Tecnologic S.r.l.
8C1F647C8	Jacquet Dechaume
8C1F647CC	Kuntu Technology Limited Liability Compant
8C1F647CD	Fugro Technology B.V.
8C1F647CE	Shanghai smartlogic technology Co.,Ltd.
8C1F647CF	Transdigital Pty Ltd
8C1F647D0	Tecsys do Brasil Industrial Ltda
8C1F647D2	Enlaps
8C1F647D3	Suntech Engineering
8C1F647D4	Penteon Corporation
8C1F647D6	Algodue Elettronica Srl
8C1F647D7	Metronic AKP sp.j.
8C1F647D8	HIROSAWA ELECTRIC Co.,Ltd.
8C1F647D9	Noisewave Corporation
8C1F647DA	Xpti Tecnologias em Segurança Ltda
8C1F647DB	Raco Universal Technology Co., Ltd.
8C1F647DC	LINEAGE POWER PVT LTD.,
8C1F647DD	TAKASAKI KYODO COMPUTING CENTER Co.,LTD.
8C1F647DE	SOCNOC AI Inc
8C1F647DF	Secury360
8C1F647E0	Colombo Sales & Engineering, Inc.
8C1F647E1	HEITEC AG
8C1F647E2	Aaronn Electronic GmbH
8C1F647E3	UNE SRL
8C1F647E7	robert juliat
8C1F647E8	EA Elektro-Automatik GmbH
8C1F647EC	Methods2Business B.V.
8C1F647ED	Eding CNC bv
8C1F647EE	Orange Precision Measurement LLC
8C1F647EF	SAXOGY POWER ELECTRONICS GmbH
8C1F647F1	AEM Singapore Pte Ltd
8C1F647F2	AT-Automation Technology GmbH
8C1F647F3	Videosys Broadcast Ltd
8C1F647F4	G.M. International srl
8C1F647F6	Abbott Diagnostics Technologies AS
8C1F647F8	FleetSafe India Private Limited
8C1F647F9	COPELION INTERNATIONAL INC
8C1F647FC	Mitsubishi Electric Klimat Transportation Systems S.p.A.
8C1F647FD	SECUREAAi
8C1F647FE	Shenzhen Konvison Technology Co.,Ltd.
8C1F64800	Shenzhen SDG Telecom Equipment Co.,Ltd.
8C1F64801	Zhejiang Laolan Information Technology Co., Ltd
8C1F64802	Daiichi Electric Industry Co., Ltd
8C1F64803	MOSCA Elektronik und Antriebstechnik GmbH
8C1F64804	EA Elektro-Automatik GmbH
8C1F64806	Matrixspace
8C1F64807	GIORDANO CONTROLS SPA
8C1F6480C	Thermify Holdings Ltd
8C1F6480D	jooyon electronics Service co.LTD
8C1F6480E	TxWireless Limited
8C1F6480F	ASYS Corporation
8C1F64810	Kymata Srl
8C1F64811	Panoramic Power
8C1F64813	Pribusin Inc.
8C1F64814	DTI SRL
8C1F64816	PalmSens BV
8C1F64817	nke marine electronics
8C1F64819	WARECUBE, INC.
8C1F6481A	Gemini Electronics B.V.
8C1F6481B	Potter Electric Signal Co. LLC
8C1F6481D	Gogo BA
8C1F6481E	37130
8C1F6481F	ViewSonic Corp
8C1F64820	TIAMA
8C1F64822	IP Devices
8C1F64824	LOGICUBE INC
8C1F64825	MTU Aero Engines AG
8C1F64827	Meisol Co., Ltd.
8C1F64828	AURCORE TECHNOLOGY INC.
8C1F6482B	Flow Power
8C1F6482C	Power Electronics Espana, S.L.
8C1F6482F	AnySignal
8C1F64830	Vtron Pty Ltd
8C1F64835	ADETEC SAS
8C1F64837	runZero, Inc
8C1F64838	DRIMAES INC.
8C1F64839	CEDAR Audio Ltd
8C1F6483A	Grossenbacher Systeme AG
8C1F6483B	Starview Asia Company
8C1F6483C	Xtend Technologies Pvt Ltd
8C1F6483D	L-signature
8C1F6483E	Sicon srl
8C1F64840	InfoMac Sp. z o.o. Sp.k.
8C1F64842	Potter Electric Signal Co. LLC
8C1F64843	Image Soft Oy
8C1F64846	Fo Xie Optoelectronics Technology Co., Ltd
8C1F64848	Jena-Optronik GmbH
8C1F64849	Talleres de Escoriaza SAU
8C1F6484A	Bitmapper Integration Technologies Private Limited
8C1F6484C	AvMap srlu
8C1F6484D	DAVE SRL
8C1F6484E	West Pharmaceutical Services, Inc.
8C1F64852	ABB
8C1F64855	e.kundenservice Netz GmbH
8C1F64856	Garten Automation
8C1F64857	roda computer GmbH
8C1F64858	SFERA srl
8C1F64859	Invader Technologies Pvt Ltd
8C1F6485A	ENBIK Technology Co., Ltd
8C1F6485B	Atlantic Pumps Ltd
8C1F6485C	Zing 5g Communications Canada Inc.
8C1F6485E	Apen Group S.p.A.  (VAT IT08767740155)
8C1F6485F	NEC Asia Pacific Pte Ltd
8C1F64861	AvioNova (Chengdu) Technology Company Limited
8C1F64863	EngiNe srl
8C1F64864	IMI Thomson Valves
8C1F64866	Unitron Systems b.v.
8C1F64867	Forever Engineering Systems Pvt. Ltd.
8C1F64868	SHENZHEN PEAKE TECHNOLOGY CO.,LTD.
8C1F6486A	VisionTools Bildanalyse Systeme GmbH
8C1F6486B	NYIEN-YI TECHNOLOGY(ZHUHAI)CO.,LTD.
8C1F6486C	Abbott Diagnostics Technologies AS
8C1F6486F	NewEdge Signal Solutions LLC
8C1F64870	Chengdu Xiuwei TechnologyDevelopment Co., Ltd
8C1F64871	ENTE Sp. z o.o.
8C1F64875	EPC Power Corporation
8C1F64876	fmad engineering
8C1F64878	Green Access Ltd
8C1F64879	ASHIDA Electronics Pvt. Ltd
8C1F6487B	JSE s.r.o.
8C1F6487C	ENA Solution
8C1F64880	MB connect line GmbH Fernwartungssysteme
8C1F64881	Flextronics International Kft
8C1F64882	TMY TECHNOLOGY INC.
8C1F64883	DEUTA-WERKE GmbH
8C1F64888	NARI TECH Co., Ltd
8C1F64889	Private
8C1F6488A	Longoo Limited
8C1F6488B	Taiwan Aulisa Medical Devices Technologies, Inc
8C1F6488C	SAL Navigation AB
8C1F6488D	Pantherun Technologies Pvt Ltd
8C1F6488E	CubeWorks, Inc.
8C1F64890	WonATech Co., Ltd.
8C1F64891	Brocere electronics corp. ltd.
8C1F64892	MDI Industrial
8C1F64895	Dacom West GmbH
8C1F64898	Copper Connections Ltd
8C1F64899	American Edge IP
8C1F6489E	Cinetix Srl
8C1F648A0	H&abyz
8C1F648A4	Genesis Technologies AG
8C1F648A8	Massachusetts Institute of Technology
8C1F648A9	Guan Show Technologe Co., Ltd.
8C1F648AA	Forever Engineering Systems Pvt. Ltd.
8C1F648AB	ASML US, LP
8C1F648AC	BOZHON Precision Industry Technology Co.,Ltd
8C1F648AD	Gateview Technologies
8C1F648AE	Shenzhen Qunfang Technology Co., LTD.
8C1F648AF	Ibeos
8C1F648B1	Viewpixel Pvt. Ltd.
8C1F648B2	Abbott Diagnostics Technologies AS
8C1F648B3	Hubbell Power Systems
8C1F648B5	Ashton Bentley Collaboration Spaces
8C1F648B6	AXIS Sp z o.o.
8C1F648B7	DA-Design Oy
8C1F648B8	Wien Energie GmbH
8C1F648B9	Zynex Monitoring Solutions
8C1F648BC	Peter Huber Kaeltemaschinenbau SE
8C1F648BE	YUYAMA MFG Co.,Ltd
8C1F648C2	Cirrus Systems, Inc.
8C1F648C4	Hermes Network Inc
8C1F648C5	NextT Microwave Inc
8C1F648C8	Potter Electric Signal Co. LLC
8C1F648C9	RoboCore Tecnologia
8C1F648CA	YUYAMA MFG Co.,Ltd
8C1F648CB	CHROMAVISO A/S
8C1F648CD	Guan Show Technologe Co., Ltd.
8C1F648CE	Sanmina SCI Medical
8C1F648CF	Diffraction Limited
8C1F648D0	Enerthing GmbH
8C1F648D1	Orlaco Products B.V.
8C1F648D2	Sonic Italia
8C1F648D4	Recab Sweden AB
8C1F648D5	Agramkow A/S
8C1F648D6	ADC Global Technology Sdn Bhd
8C1F648D8	MBV AG
8C1F648D9	Pietro Fiorentini Spa
8C1F648DA	Dart Systems Ltd
8C1F648DB	Taesung Media
8C1F648DE	Iconet Services
8C1F648DF	Grossenbacher Systeme AG
8C1F648E0	Reivax S/A Automação e Controle
8C1F648E2	ALPHA Corporation
8C1F648E3	UniTik Technology Co., Limited
8C1F648E4	Cominfo, Inc.
8C1F648E5	Druck Ltd.
8C1F648E8	Cominfo, Inc.
8C1F648E9	Vesperix Corporation
8C1F648EB	Numa Products LLC
8C1F648EC	LMS Services GmbH & Co. KG
8C1F648ED	QM Technologies aps
8C1F648EE	Abbott Diagnostics Technologies AS
8C1F648F0	IGL
8C1F648F4	Loadrite (Auckland) Limited
8C1F648F5	DAVE SRL
8C1F648F6	Idneo Technologies S.A.U.
8C1F648F7	BORMANN EDV und Zubehoer
8C1F648F8	HIGHVOLT Prüftechnik
8C1F648FB	Televic Rail GmbH
8C1F648FE	Potter Electric Signal Co. LLC
8C1F648FF	Kruger DB Series Indústria Eletrônica ltda
8C1F64901	Comrex
8C1F64902	TimeMachines Inc.
8C1F64903	Portrait Displays, Inc.
8C1F64904	Hensoldt Sensors GmbH
8C1F64905	Qualitrol LLC
8C1F64907	Sicon srl
8C1F64909	MATELEX
8C1F6490C	Cool Air Incorporated
8C1F6490D	Algodue Elettronica Srl
8C1F6490E	Xacti Corporation
8C1F6490F	BELIMO Automation AG
8C1F64910	Vortex IoT Ltd
8C1F64911	EOLANE
8C1F64912	MARIAN GmbH
8C1F64913	Zeus Product Design Ltd
8C1F64914	MITOMI GIKEN CO.,LTD
8C1F64916	Sept-S
8C1F64918	Abbott Diagnostics Technologies AS
8C1F6491A	Profcon AB
8C1F6491B	Potter Electric Signal Co. LLC
8C1F6491C	Cospowers Changsha Branch
8C1F6491D	enlighten
